,TCHWSChi,TZone_cor,TZone_eas,TZone_nor,TZone_set,TZone_sou,TZone_wes,T_oa,T_sa,dpCHWS,dpSA,ice_mode,power,soc
17889984.0,-3.0767175018629587,24.023798618189232,23.8951694305527,23.8790885701423,30.0,23.8790885701423,23.89516943055196,19.350345739130432,19.99999999929014,999.9995490733418,0.0,2.0,10120.194969661969,0.5398633632031666
17890329.6,-3.076717508741581,24.023281691753823,23.892154542045603,23.875708706378873,30.0,23.87570870637893,23.892154542045603,19.117476652520736,19.999999999312195,999.9995490733418,0.0,2.0,10120.19496551443,0.5432916883495
17890675.2,-3.076717456989684,24.02180362666843,23.887904077713756,23.871110164675713,30.0,23.871110164675713,23.887904077713756,18.88640588799808,19.999999999319186,999.9995490733418,0.0,2.0,10120.194996718788,0.5467200134832596
17891020.8,-3.076717513447761,24.019492143718196,23.88271162986723,23.86558320867664,30.0,23.865583208676753,23.882711629867288,18.672827892869122,19.99999999933351,999.9995490733418,0.0,2.0,10120.194962676787,0.5501483386412718
17891366.4,-2.2505696009687313,24.016486000150394,23.876882686810575,23.859433346042238,30.0,23.85943334604235,23.876882686810575,18.492437114433756,19.99999999930668,999.9995490733418,0.0,2.0,7085.531449352235,0.5527386848602919
17891712.0,-1.1585383444544846,24.012864125116607,23.8706852149802,23.85293924569845,30.0,23.85293924569845,23.870685214980256,18.360928,19.999999997255088,999.9995490733418,0.0,2.0,5425.543942500401,0.5541387585252727
17892057.6,-0.7951117712796645,24.00872197719491,23.864426393461258,23.846429130399258,30.0,23.846429130399258,23.864426393461656,18.293065356688544,19.999999997261966,999.9995490733418,0.0,2.0,5044.019741329914,0.555061055556035
17892403.2,-3.0767134341006113,24.00427264268319,23.858361418253082,23.840180442828228,30.0,23.840180442828228,23.858361418266043,18.25799289900499,19.999999999888075,999.9995490733418,0.0,2.0,10120.197422362737,0.5582847428871301
17892748.8,-3.0767175021360345,23.999898593610737,23.852668465419697,23.834357155991825,30.0,23.83435715599188,23.852668465420038,18.23340138941211,19.999999999241595,999.9995490733418,0.0,2.0,10120.194969497314,0.5617130676710747
17893094.4,-2.848118301817408,23.995805978972726,23.84734387240627,23.828915211912147,30.0,23.828915211912204,23.847343872417923,18.218290306893834,20.00000000277032,999.9995490733418,0.0,2.0,8318.817028398498,0.5649095325671689
17893440.0,-3.076724580411451,23.992091981470367,23.84244683161279,23.82389276819714,30.0,23.823892768197197,23.84244683161637,18.211659130434782,20.00000000266573,999.9995490733418,1.4551915228366852e-11,2.0,10120.19070157509,0.5683173767400419
17893785.6,-3.076717516732458,23.98877720998388,23.837987475437785,23.819290322297604,30.0,23.819290322297604,23.83798747543898,18.21250733901917,20.000000002458364,999.9995490733418,0.0,2.0,10120.194960696244,0.5717457025260447
17894131.2,-3.076717516033625,23.98578588012225,23.83388500881722,23.81502814142499,30.0,23.81502814142499,23.83388500881796,18.219834411631382,20.00000000249645,999.9995490733418,1.4551915228366852e-11,2.0,10120.194961117613,0.5751740276741841
17894476.8,-0.8465151045002699,23.983040403884047,23.83006157713777,23.811031939666975,30.0,23.811031939666975,23.83006157713811,18.232639827255696,20.000000002523166,999.9995490733418,0.0,2.0,5092.794147673551,0.5763401733790485
17894822.4,-3.076714593554186,23.98053834660925,23.826516475533936,23.807302071099457,30.0,23.807302071099457,23.82651647554235,18.24992306487667,20.000000004497736,999.9995490733418,0.0,2.0,10120.196723257834,0.579568476551014
17895168.0,-3.076717507560602,23.97825499867355,23.823223489872248,23.803814547241416,30.0,23.80381454724352,23.823223489865597,18.270683603478233,20.000000002660556,999.9995490733418,1.4551915228366852e-11,2.0,10120.194966226514,0.5829968014415527
17895513.6,-3.076717504881742,23.976131410003518,23.82012000982428,23.800509497135693,30.0,23.800509497143935,23.820120009829907,18.293920922045345,20.000000002717798,999.9995490733418,1.4551915228366852e-11,2.0,10120.194967841762,0.5864251264753981
17895859.2,-3.0767175227546772,23.974139999796478,23.81717877642791,23.79736097060669,30.0,23.79736097060254,23.817178776457297,18.322972897819284,20.000000001465423,999.9995490733418,-1.4551915228366852e-11,2.0,10120.194957065083,0.5898534514063536
17896204.8,-3.07671751197978,23.972267076832736,23.814410218799992,23.79438107338683,30.0,23.794381073385978,23.814410218781916,18.366363901844295,20.000000001565923,999.9995490733418,0.0,2.0,10120.194963561922,0.5932817766125442
17896550.4,-2.830127917805271,23.97050010862364,23.811824037582483,23.791582068767298,30.0,23.79158206876707,23.811824037580436,18.421481421878298,19.999999998891553,999.9995490733418,0.0,2.0,8278.317580477009,0.5964599750493476
